filename,conclusion,cluster
0040_LU4.pdf,"A detailed moisture survey revealed a dry structure throughout other than to an area of the ceiling close
to the extractor in the bathroom plus, an area of the floor in the same room which likely relates to
occupational activity or possible residual moisture from previous plumbing issues.
At the time of our survey there were no signs of any mould development and could be due to the fact
the tenants may have recently cleaned the surfaces.
With regards to passive ventilation there are no trickle vents to the uPVC Windows with most of them
closed at the time of our survey. Passive vents were noted in bedrooms 2 and 3 and within the lounge
with the vent in bedroom 3 being closed and the unit in the lounge blocked by storage containers.
There are two 100mm extraction units set within the ceilings of both bathroom and kitchen and both
appear to operate via a pull cord. However, the unit in the bathroom at the time of the survey was not
working. Looking at the exterior it could not be identified precisely where the extraction units vent out
to which should be investigated further. Further noted is that the unit in the kitchen does not overrun
when turned off.
A visual inspection of the loft space revealed insulation in various thicknesses however it was evident
that the majority had not been rolled out which will likely result in cold random areas throughout.
The windows to all of the bedrooms were condensing at the time of our survey and the tenant advises
that over time plaster has been removed and reinstated to all walls within bedroom 1 and anti-mould
paint applied.
A condenser dryer is noted which appears to be in good order.
With no mould present at the time of the survey and a generally dry structure, it is the opinion of the
author that any report of damp and mould probably relates to occupational activity and a lack of
adequate ventilation. Bedroom 1 is noted to be North/West facing and as such will not benefit from the
suns rays. This room therefore relies upon a balance of heat and ventilation to ensure the internal
atmospheric conditions are optimized. Any furniture located against the prevailing cooler external walls
will encourage the onset of conditions pertinent to the outbreak of mould.",3
0092_TN22.pdf,"At the time of the survey there were no recorded elevated moisture levels on any surfaces throughout the flat confirming a dry structure.
As to how the flat is ventilated, there are working mechanical extraction units in both the bathroom and kitchen which appear to have been well
maintained as have the trickle vents all of which were open. The mechanical extraction units however are not currently compliant with building regs
part F likely impairing the management of generated internal humidity conditions. Furthermore, observations did not clearly show these units
venting to the exterior.
There was only some minor evidence of mould observed relating to a small surface area on the bedroom ceiling, the party wall at mid wall height in
the lounge (survey location point 4) and on the bed base (see observation section below). The tenant brought it to the authors attention that in
November the entire flat was redecorated with an application of anti mould paint. The tenant also wanted it to be made clear that on a daily basis
due to her condition of OCD, surfaces throughout are cleaned including the trickle vents.
The thermal imaging survey set out below, either showed condensation was occurring or, conditions at wall surfaces were as such that mould is
able to develop and thrive.
In conclusion, it is the author’s opinion the concerns raised by the tenant regarding mould is driven by periods of raised internal humidity levels and
inadequate ventilation supported by the fact a dry structure was recorded and the vapour pressure difference recorded at the time of the survey. The
tenant confirmed the mechanical extraction units are very seldom utilised and when they are in use, they are not meeting building regs.
Technical Structural Health Survey Report",3
0277_TN2.pdf,"A detailed moisture survey has been carried out at the property and in general a dry structure was
indicated. However high structural moisture levels were indicated in relation to the exterior walls
associated with kitchen sink and may well indicate a plumbing leak in this area. Further investigation
would be prudent.
Mould activity was indicated to the hallway to the ground floor (Section 5.1) however a reasonably dry
structure was indicated. It is the opinion of the author the driver for the noted mould was atmospheric
conditions combined with cool surface temperatures.
With regard to the floor structures, observations showed the decorative floor coverings through the
property are acting as the DPM to the concrete slab construction apart from the dining area which has
what appears to be floor screed which is installed on a plastic sheet DPM.",0
0295_W2.pdf,"The moisture survey (Section 4.0) highlighted raised capacitance readings (REL(PS)) through the majority
of the survey locations and would suggest raised moisture levels affecting the wall structures. However,
it was reported damp remediation works have already been carried out throughout the property. In the
majority of the surveyed locations, dry skirting’s were noted with corresponding dry skim plaster
(%WME) combined with undamaged wall decoration. The REL(PS) readings electrical characteristics at
depth into the wall are likely to be behind the previous remediation render finishes.
It is the opinion of the author through the majority of the property the previous damp remedial works
are functioning correctly preventing significant moisture levels and hygroscopic salts migrating to the
wall surface. However, a number of areas did display damp skirting’s and skim plaster combined with
decorative failure. Salts analysis in these areas suggested a ground related moisture issue. It is the
opinion of the author damp remediation works need to be carried out however these only need to be
limited to the indicated areas and will be localized in nature. It is always recommended remedial works
are carried out by an approved contractor and covered by an insurance backed guarantee.
There was a significant amount of contents in the property at the time of the visit which to a certain
extent limited the survey however all the areas displaying decorative failure were surveyed.",1
0232_SS16.pdf,"Our ref: DS0115-8560/CW Author: S2
Name Client
Address SS16 Ref
Date of visit 13th January 2015
Time of visit
Scope
Following instruction from ………………. attend the above property to undertake investigation in to cause
of damp to ground floor bedroom.
Report
1.0 Property:
The property is a three bedroom end of terrace house
over three floors. Tiled pitched roof, part wood clad part
block external walls with a DPC noted. Internal walls are
dot/dab with concrete floors with a marley type tile
covering. Property has gas central heating and older style
uPVC windows most do not have trickle vents.
2.0 Incident:
The tenant reports dampness and mould to master bedroom on ground floor. Silverfish and slugs are
also reported. The bedroom is currently not being used and is shut off from the rest of the house.
3.0 Conclusions:
The dampness within the bedroom mainly relates to an external wall where the tenant reportedly had a
number of wardrobes up against but with the reported amount of mould on the back of these units,
these have now been removed.
It is reported 1 adult and 3 children live at property with the adult and 1 child in mostly during the day.
Between 7 and 10 washing loads are processed each week via vented washing machine. There is a
tumble dryer which is not used very often. The tenant advised clothing is dried on radiators in kitchen
only.
Raised moisture levels were noted in main bedroom only on the external wall where sections of wall
coverings have already been removed by the tenants boyfriend (section 6.1).
The dehumidifier currently running is keeping atmospheric conditions within the bedroom under
control.
Thermal pictures taken within the bedroom highlights cold areas especially at point d on our map. It is at
this point where a draft is entering the bedroom and high moisture readings were recorded.
At time of visit, no silverfish or mould was noted or, any condensation.
A visual inspection of the external wall down the side of the property between survey points B & D was
made which revealed the DPC (section 6.7) which until recently, would appear to have been breached by
a large quantity of shingle. This shingle has now been removed and set into plastic containers which
remain on site. Also, there are gaps between joints on the external wall which need attention as at
present there is a clear draft entering the main bedroom.
In conclusion on today's visit, the only issues relate to the main bedroom on the ground floor.
High moisture readings were recorded on the external wall (survey points B & D).
The cause of conditions noted relates to the long term bridging of the DPC by shingle and, areas of gaps
to joints on the external block work which needs attention.
4.0 Recommendations:
 Ensure there is no bridging to the DPC.
 Ensure on the external wall all pointing and any areas of mastic are in good order and sealed.
5.0 Moisture Survey:
5.1 Floor Plan (not to scale):
5.2 Atmospheric conditions:
Location % Relative Humidity Air Temp. °C Dew Point Temp. °C Specific Humidity
Exterior 84.1 7.5 5.3 5.5
Bedroom 1 40.0 23.6 9.2 7.2
Bedroom 2 64.6 24.8 18.0 12.8
5.3 Structural Wall Readings:
REL REL REL
Location MC % WME % Bottom Middle Top Comments
A 24.6 22.0 192 150 160 Readings direct off dot dab wall
B 22.0 20.0 223 140 151 Base reading direct off block wall
C 40.9 499 120 140 Dot dab removed from base up approx.. 1m
D 100.0 999 200 141 Dot dab removed from base up approx.. 1m
E 17.9 180 170 139 Dot dab removed from base up approx.. 1m
F 15.6 166 190
G 18.1 19.0 190 155 180
H 19.2 167 159 177
5.4 Structural Floor Readings:
Location WME % REL Comments
1 19.0 Through carpet
2 24.0 Through carpet
3 17.7 Through carpet
5.5 Structural Ceiling Readings:
Location WME % REL Comments
AA 139 Artex plasterboard
BB 140 Artex plasterboard
CC 147 Artex plasterboard
High Moisture Levels
Moderate Moisture Levels
Low Moisture Levels
6.0 Observations:
6.1: This shows the section of wall where the covering
removed by tenants boyfriend. This is in corner on
external wall (survey point D). The dehumidifier is located
near this point. In the corner there is a clear draft coming
from the outside.
6.1.1: A wider profile of picture 6.1 also showing the
dehumidifier.
6.2: Passive vent (survey point B) was noted to be open at
the time of our survey.
6.3: Moisture readings of 48.9% WME were obtained in
this area (survey point C).
6.4: Moisture readings of 100% were recorded on the
external wall in this location (survey point D).
6.5: The remains of the wardrobes are still in the
bedroom
6.6: A closer profile of the corner wall (survey point D)
which is where a draft is coming through.
6.7: Profile section of exterior wall located near survey
point B. The DPC is located at base level where the small
green leaf is sighted. The DPC until recently has
reportedly been covered up by shingle up to a height of
approximately 12/16"".
6.7.1: Profile of the external wall between survey points A
and D. A gully has been dug we are advised by the tenants
boyfriend clearing shingle away from wall and exposing
the DPC. Note the shingle in containers.
7.0 Survey Equipment:
Non-destructive moisture readings using:
Protimeter Surveymaster on search mode using radio frequency survey method with readings given
numerically from 0 to 999 REL. Survey depth is approximately 5 to 15 mm depending on material
characteristics. Please note the readings are subjective and open for interpretation, therefore they
should not be used indicate actual moisture content.
Tramex MRH using electrical impedance survey method on none wood materials the readings are given
numerically from 0 to 99. Please note the readings are subjective and open for interpretation, therefore
they should not be used indicate actual moisture content. Readings taken from wood are given as a
%mc the unit can be calibrated to wood species the readings indicated can be taken as an indication of
wood moisture content. Survey depth up to 30 mm depending on material characteristics
Invasive moisture readings have been taken using a Protimeter Surveymaster reading direct % moisture
in wood and % wood moisture equivalent (%WME) in other materials.
Air moisture readings have been obtained using a Tramex MRH and a Protimeter Hygromaster
measuring temperature in °C, % relative humidity and specific moisture content in g/Kg
information to gauge the true condition. However for the purposes of this report the following readings
can be taken as an indication that the material checked could be said to be dry back to a satisfactory
level.
Non-destructive Protimeter Surveymaster 200 REL(PS) or below in masonry guide only
Non-destructive Tramex MRH Masonry scale 40 REL(TM) or below in masonry guide only
Invasive moisture readings Plaster and Masonry WME 16% or below guide only
Invasive wood readings Below 15%
Normal indoor wood moisture content 10% – 12%
Air moisture readings in concrete Below 11 g/Kg Dry Air (75 %ERH at 20 °C)
Reference for Readings Table:
Non-destructive Protimeter Surveymaster REL (PS)
Non-destructive Tramex MRH REL (TM)
Wood: % mc",2
0266_TA8.pdf,"Constructions of houses in this form were popular in the 1950's and were designed like this to
speed up construction and simplify the construction process. My research has turned up a paper
from the West of England University stating that about 12,000 properties were constructed in the
South West using this design.
The design of the capping units to the roof created a cold bridge to the internal leaf of the
property. Defects in the roof tiling causing leaks can result in water running down to the lower
edges of the sarking felt, and as this area often deteriorated first, water can get onto the wall plate
units. Condensation from within the roof void and cavity can also deliver moisture to the units.
There is evidence that both of these have been happening as seen from from the staining on the
underside of the units, (See picture 7.1 below).
One capping unit on the rear of the building is showing signs of structural failure (see pictures
7.3, 7.4 and 7.5 below). The crack on this unit extends for almost the full length of the concrete
unit which is estimated at 1800 mm.
Not knowing the arrangement of the reinforcing steel within this pre-cast unit has to pass doubt
upon its structural integrity since it is impossible to determine how internal stresses might be
applied and where the next crack might occur. Whilst this is primarily a fully supported unit
sitting on top of the cavity wall, it does have a cantilevered component to it and there do not
appear to be any links within the steel reinforcing. Therefore excessive jacking from the rusting
distribution rebar could cause a fracture to occur laterally along the wall line. This could
potentially give rise to a very large section of concrete weighing between 20 and 40 kilograms to
fall to the ground. This is therefore a very serious health and safety risk.
to prevent water ingress into the concrete. This has fractured right through at the end bearing.
the UPVC window. Whilst the other end is simply supported it will be in cantilever and 7.6
shows that there has already been some twisting movement since it is displaced both vertically
Kg might break away and fall to the ground. Other windows on the property have also had lead
capping put on them that indicate this has been an ongoing problem for a number of years.
Gradual disintegration of the precast concrete units to the wall plate, lintels and cills is
inevitable. The capping of lead to some of the lintels is only a token and very temporary
measure. Carbonation and rusting will continue to take place irrespective of any lead capping.
This is not a matter of ""will a failure occur?"" but ""when it will occur"". Unfortunately it is
impossible to put a timescale on when this will happen.
It is unlikely that there would be a catastrophic structural failure resulting in major damage to the
structure. The greatest and most imminent risk is to the safety of the occupants or any third party
visitors. Therefore the sensible option would be too:
a) Replace the cavity closure units under the wall plate and remodel the top of the wall.
b) Replace the concrete lintels over the windows and doors with a modern insulated steel
lintel.
c) Replace the cill sections with a modern precast ""stooled"" concrete cill available from",0
0177_N1.pdf,"Following our recent visit it was noted this is a ground floor flat with the room in mention being at low
level with the rear being below ground and the front segment being open to a lower small courtyard.
it was reported the low level to one small section of wall was possibly damp as it appeared discoloured.
A small section of skirting and plasterboard to the affected area was removed and noted the section is a
concrete pillar to the corner of the room. It was also observed the plasterboard was standard 12.5mm
boards with no insulation.
It was also observed that although the wall was discoloured, the plasterboard was perfectly intact with
no damage and the MDF skirting boards were also in good condition. Following further investigation it
was noted the room enjoys underfloor heating with no radiators. The exterior wall construction to the
lower level was 9"" stone and was also observed that directly opposite the affected corner was an
exposed mortar joint at low level however, there were no signs of moisture ingress within the room to
indicate this being the cause.
The exterior of this room is an excavated courtyard and to this section it is obvious that no sunlight
comes in contact with the wall as green algae is prominent and further down the wall where the sun
indeed strikes, there is none.
It was also noted the underlay to the carpet is foil backed which would reduce the heat from the under
floor heating and the carpet, which is a wool mix Berber with a polypropylene backing, has mould to the
face of the carpet and the backing is delaminated.
The only form of ventilation to the room is the trickle vents which at the time of the survey were closed.
In addition it was noted there was a clothes horse within the room full of laundered garments.
It is the opinion of the author that condensation is forming caused by damp clothes within the room
condensing on the cold surface of the wall where the concrete pillar is sited. In turn this is then changing
back to a liquid form and dripping down the wall onto the carpet which would explain the area of
damage to the section of carpet around the wall area.
After recording the room temperature it was noted the surface of the wall within this area was 0.8oC
below the ambient room temperature.
A detailed moisture survey was carried out together with atmospheric conditions within each room of
the basement level and recorded accordingly.
During the survey it was noted that throughout all the other lower level rooms there was no damage
however within the bathroom and en-suite the two forced air ventilation units were in-line fan systems
and the actual fan is within the cupboard to the upper level room. After holding a single ply tissue paper
to each fan whilst in operation, they failed to hold the paper freely in place.
However when reviewing the air flow extracted to the outside of the property the flow is strong leading
to question if the length of ducting from the fan to the housing within the rooms is too long, hence
reducing the air flows. There is slight evidence of mould growth to the sealant within the main
bathroom which is adjacent to the room in mention and effective remediation would be recommended.
It is the opinion of the author although internal vapour pressure is calculated to be just within the
recommended occupation as per BS5250:2002 for a dry occupation, inadequate ventilation and the
drying of clothes internally is leading to periodic raised atmospheric conditions and internal structural
damage. In addition we would advise the consideration of insulating the concrete pillar to improve the
dew point level as it would be considerably colder during the winter months.",1
0219_SG5.pdf,"The property owner highlighted various places where the timber floor within the Playroom, Study and
Hallway had started to cup and it was explained the property had suffered an escape of water and
following a deployed drying regime, it was declared dry.
Detailed moisture checks were undertaken to determine the exact level of moisture within the sub floor
and the laid timbers. The readings indicated that at the time of survey the sub floor was found to be dry
along with the timber floors.
Readings were also taken by drilling 18mm bore holes through the timber floors to a depth of 60mm
into the sub floor. ERH probes were inserted to determine the ERH readings and temperatures within
each test point. In addition moisture readings were taken at skirting board level and to the walls within
the affected areas.
Following the survey a small section of the reinforced floor was excavated. It was noted the screed floor
was laid to a depth of 100mm and exposed the DPM which appears to be over a Block and Beam floor as
the external periscope vents would indicate.
Following the moisture survey many areas were found to be within acceptable moisture tolerances
however raised levels were detected in areas of the screed at depth and is the opinion of the author it
would be advisable prior to reinstatement to apply a liquid DPM.",0
0028_KT7.pdf,"There were issues concerning access with the survey being carried out over two days and both having
time restrictions limiting the survey mainly to the areas of concern on the ground floor and selected areas
to the first.
The detailed moisture survey (Section 4.0) highlighted elevated readings in regard to the lower areas of
the ground floor rear wall running through the lounge and kitchen. As detailed the rear wall to the
property is of cavity construction (Section 6.3) and as such, if a rising damp issue is affecting the structure
then, understanding the integrity of the cavity in regard to bridging of the DPC to the inner leaf plus,
detailing in regard to floor structures etc. is critical in understanding the possible routes of moisture
migration and appropriate remedial works.
Recorded atmospheric moisture levels and thermal imagery (Sections 4.4, 4.5 & 5.0) showed
condensation was also a consideration in understanding the reported issues.
Ventilation issues were highlighted in regard to the installed forced ventilation to the kitchen and
bathroom areas, in particular meeting the ‘Whole property ventilation rate’ requirement as per part F of
the Building regs.",1
0122_CO4.pdf,"Structural moisture levels were recorded through the property where mould activity was indicated and
reported. The moisture survey (Section 4.0) indicated a dry structure. The atmospheric moisture levels
recorded in the property at the time of the survey were noted to be elevated (Section 4.3) as were the
levels recorded through the remote monitoring period (Section 6.0). Based on BS 5250:2002 ‘Code of
practice for control of condensation in buildings’, the occupancy would be classified as ‘wet’.
Issues were noted with the forced ventilation in the property to the bathroom (Section 7.1.2) and the
cooker hood to the kitchen area (Section 7.1.3). Ventilation is critical in the property and as the
bathroom is internal it relies totally on the extractor unit to remove damp air from the area when in use.
The kitchen area is open plan to the lounge and as such damp air generated during cooking will easily
migrate through the property.
There did not appear to be any provision for the external drying of laundry and is likely laundry is dried
in the property.
It is the opinion of the author the atmospheric moisture load in the property is a prime factor in the
conditions being experienced and its control is paramount in alleviating the reported issues.",3
0297_W6.pdf,"The moisture survey (Section 4.0) indicated in general a dry structure a variety of survey methods were
used. It was indicated by the tenant significant water ingress through the exterior walls was a major
concern. The indicated moisture condition of the external walls did not support the reported
observations.
Failure of the decorative wall finishes and minor mould activity was noted in the lounge area with
additional mould activity noted in other areas through the property (Section 7.2 & 7.5). It is the opinion
author the damage to the decorative wall finishes and mould activity is being driven by condensation
and raised relative humidity levels driven by high internal atmospheric levels in association with cold
surfaces.
The thermal survey (Section 5.0) highlighted varying surfaces temperatures in relation to the external
walls. Checks were made which indicated consistent low moisture condition across the varying wall
temperatures.
A possible issue was indicated with the control of the extractor unit to the bathroom area (Section
6.2.1), however in general the extractor units servicing the bathroom and kitchen appear to be
adequate.
Heat retention in the property (Section 7.3) it was reported by the tenant heat retention in the property
is an issues certainly in the lounge area. Raised internal atmospheric conditions combined with cold
surfaces temperatures are most likely cause for the issues being reported.",1
0077_SM2.pdf,"A detailed moisture survey was carried out (Section 4.0)
and in general indicated a dry structure however, a
number of areas did display significant structural moisture
levels namely:
 Survey location C in the bedroom to skirting at the base of the exterior wall with the likely cause
being condensation affecting the area earlier in the day.
 Hallway survey location E with damp noted to the ceiling and skirting. The ceiling has been lined
in this area and further investigation may well be prudent. However, due to the ventilation
issues the noted damp may well be due to condensation, affecting surfaces when the associated
bathroom is being used.
 Lounge survey areas M and O with elevated readings noted to the base of the exterior wall.
These areas are behind the sofa and curtains and, condensation is the suggested driver for the
noted elevated readings.
Regarding the elevated structural moisture levels, these are not the driver for the elevated atmospheric
condition in the property rather, they are most likely the driver for the noted structural moisture.
Significant levels of atmospheric moisture were recorded in the property and, in regard to BS5250 the
occupancy would be considered to be a ‘wet’ occupancy (Section 4.4.1). Issues were highlighted with
ventilation of the property as detailed in section 6.1 and included the effective background ventilation
of the property plus forced ventilation of areas of moisture production namely the bathroom and
kitchen. A PIV unit was noted installed in the bedroom that vents into the hallway. The unit was not
working at the time (Section 6.1.5) and, the tenant was un-aware of its existence.",1
0006_CM9.pdf,"A detailed moisture survey has been carried out (Section 4.0) indicating in general a dry structure
however, elevated readings were highlighted to the edge of the ceiling in bedroom 1 aligned to a cold
strip to the edge of the ceiling (Section 5.1). In bedroom 2 it was noted covings have been installed
which is either hiding and/or alleviating the issue.
Wet conditions were reported to be an issue affecting the loft and, it is not certain if this is driven by
rainwater ingress or a significant condensation such that further inspection is recommended. The tenant
supplied an image of the affected loft area (Section 6.2), which could suggest the ventilation provision in
the area has been compromised.
Elevated relative humidity (%RH) levels were noted in all areas of the property and is the opinion of the
author, the source of moisture allowing mould in the property to proliferate is atmospheric. In general,
this is driven by occupational activity and issues with the effectiveness of the installed ventilation with
surface temperatures also having an influence.
The survey highlighted the fact neither of the fan units in the bathroom or kitchen are currently working
with an electrical fault etc. noted (Sections 6.1.2 & 3). This is a significant issue which needs to be
addressed.",1
0255_TA6.pdf,"One adult resides at the property processing one washing load per week either dried outside or on a
clothes horse within the property. Mould was observed to be present on the external walls at base level
in the lounge at survey locations A thru F (see section 5.1) plus, an element of mould noted under the
toilet in the bathroom at point J.
At the time of the survey most of the trickle vents were open as were some of the uPVC windows.
In the kitchen a 150mm diameter wall mounted ventilation unit operated by a pull cord delivered a flow
rate of 3.0 m/s on test. This equates to 53 l/sec and is just below the recommended 59 l/sec when
located away from a hob with a 15 minute overrun.
In the bathroom a wall mounted 100mm diameter unit also operating via a pull cord separate from the
light switch, delivered a flow rate of 0.6 m/s on test. This equates to 4.71 l/sec and is below the
recommended 15 l/sec with a 15 minute overrun for this location.
A detailed moisture survey (section 5.0) revealed the structure to be dry other than to a section of
external wall at base level directly behind where the sofa is located on the wall between survey
locations A and F on the moisture map.
A visual inspection of the flat roof did not reveal any obvious defects as did a visual inspection of the
exterior brickwork.
An inspection hole was created on the external wall at base at survey location F into the cavity which
revealed a lack of insulation at this particular point. To the same section of wall on the inside, drilled
moisture readings were recorded at various depths which did not indicate an ingress.
It is the opinion of the author the mould outbreaks are likely due to a lack of ventilation in the property
and the drying of clothes particularly during the cold periods that, with contents positioned against cold
exterior walls, will lead to ongoing mould outbreaks.",3
0134_DT4.pdf,"We understand that one adult and one teenager reside at the property with the adult in residence
mostly during the day and are advised there are 2/3 washing loads processed per week dried either
outside or, within the flat with the aid of a clothes horse.
The UPVC windows do have trickle vents some of which were open at the time of our survey as were
some of the windows. On inspection these appeared to be in a clean condition.
In the kitchen a 150mm diameter extraction unit which was not in use at the time of our survey. The
tenant confirms that she has never used this unit and was noted there is no fuse to this unit.
In the bathroom a 100mm diameter extraction unit operates via a pull cord separate to the light switch
and on test, produced a flow rate of 1.4 m/s with no overrun. This equates to 11 l/sec which is below
the recommended 15l/sec.
In the kitchen elevated areas were localised to the washing machine at survey location E. There are
plastic bags placed down the side of the unit and when in use, heat from the unit will become trapped
and lead to localised condensation.
A detailed moisture survey was carried out and raised moisture levels were noted to base levels on the
external walls in the main and were confined to low lying areas. Slight signs of mould and flaking paint
were noted and at survey locations A and L, damage to the floorboards was noted.
At the time of our survey thermal imaging revealed condensation was an issue at survey location E and,
a consideration at locations D & L. This is indicative of cold spots and can be attributed to contents
placement and any localized structural issues.
To the front of the property one of the airbricks appeared blocked restricting air flow into the sub floor.
In addition poor pointing and bridging from a concrete cover fillet were noted that could lead to
localized dampness at the base of the walls. As cavity insulation cannot be ruled out, it is possible its
coverage and effectiveness together with localized wetting from bridging and pointing could be leading
to the recorded dampness in the property.
It is the opinion of the author the mould outbreaks are likely due to a lack of ventilation in the property
and the drying of clothes particularly during the cold periods that, with contents positioned against cold
exterior walls, will lead to ongoing mould outbreaks.
Externally, localized issues including bridging, a lack of floor void ventilation and the effectiveness of any
cavity wall insulation is recommended to be reviewed. Internally, the floorboards to the affected
locations should be lifted to assess the void structure to eliminate any sources of ingress. If the localized
damp areas persist, it may be a consideration to undertake invasive checks of the walls including in-
depth reading and/or gravimetric tests of the structure.",3
0282_TN34.pdf,"The moisture survey undertaken through the surveyed locations (Section 5.0) indicated a dry condition
with regard to the skirting’s and in general the skim plaster finishes (%WME). However, raised levels
were noted in relation to the skim plaster finishes to the base of the exterior lounge wall at survey
locations E & F. With regard to the capacitance/radio frequency search mode readings taken, high levels
were indicated to the lower areas of the wall structures through many of the survey locations.
Observations made would suggest previous damp remediation works have been undertaken (Section
8.4). The moisture profiles indicated the surveyed wall structures would be indicative of previous works
having been undertaken, namely remediation measures isolating wall finishes and skirtings from damp
to the wall structure. With regard to the raised search mode readings recorded in the wall structures
these may well relate to the suggested remedial works undertaken. Dampness noted in the wall
structure will not drive mould activity if prevented from migrating to the surface finishes. With regard to
the exterior walls to the lounge, wallpaper decoration was noted in this area and, wallpaper finishes
which are affected by condensation will tend to stay damp for an extended period of time when
compared to painted wall finishes.
With regard to the floor structures through the property, a mix of ground supported concrete floor slabs
and timber suspended floors were indicated. Resistance readings taken from the timber flooring
indicated a dry structure. With regard to the concrete floor slabs, the readings were indicative of slabs
pre-dating 1965 where the floor finishes are acting as the DPM to the slab construction (Section 2.1).
Observations made showed the exterior walls to be of cavity construction, with the cavities insulated
with retrofit blown insulation (Section 8.1). With regard to the possibility of weather driven penetrating
damp affecting the internal wall structures, this would be unlikely if the cavity structure is functioning
correctly as there should not be a capillary connection between the inner and outer leaf of the cavity
structure.
Observations and comments made by the tenant would point to issues with the ventilation of the
property (Section 7.0). On arrival to carry out the survey it was noted the windows to the property were
open front and back and is the opinion of the author this directly influenced the atmospheric readings
recorded.
It was noted laundry is being dried in the property mainly in a tumble dryer which is not vented to the
exterior (Section 8.2). It would be prudent for a sleeved vent point to be installed in the exterior wall to
the kitchen to allow correct venting of this unit. With regard to drying laundry outside, issues were
noted with the provision provided (Section 8.2), and the provision of an accessible clothes line would
also be prudent.
Based on the observations made it is the initial opinion of the author the mould activity affecting the
structure and contents is driven primarily by persistently high internal atmospheric moisture levels,
which are in turn driven by occupational activity and issues with the ventilation of the structure.
Clarification of suggested previous remedial works is required, combined with suggested invasive review
of the cavity wall structures to confirm they are not compromised.",1
0283_TN34.pdf,"The moisture survey undertaken through the property (Section 4.0) highlighted significant levels
affecting the structural elements in the primary loss area to the kitchen and adjoining bedroom area.
Moisture levels were noted sufficient to sustain a wide variety of timber decaying fungi. An inspection of
the loss affected areas (Section 6.0) confirmed at the time of the survey the timber structural elements
were not being affected by significant levels of fungal activity. Where noted, some strand samples were
collected for culturing and identification. It is recommended the loss affected timbers are treated to
limit possible timber decay and the affected area is dried.
The moisture survey through the rest of the property highlighted a number of additional areas which
displayed elevated moisture levels, including:
 Base of external wall to lounge area – rainwater penetration suggested and decorative failure
noted.
 External wall mid and high level to front bedroom 2 – rainwater penetration suggested close to
area adjacent to rain water hopper to the exterior.
 Both chimneys to North West facing elevation in bedroom 1 & 3.",0
0233_SS17.pdf,"There are 2 adults and 2 children living at the property producing an average of 10 washing loads per
week. The washing is predominantly dried with a condensing tumble dryer located in the kitchen
however during summer months the washing is reported to be dried outside.
At the time of survey, the RH controlled Swan EFHT25 100mm extractor in the kitchen was operating
with a very low draw of 0.1 m/s whereby the current building regulations recommend 29 l/s when
located adjacent to a hob and 59 l/s when located elsewhere with a 15 minute overrun. The 2-speed
100mm diameter extractor in the bathroom is operated by a pull chord with no overrun. A flow rate of",3
0048_ME1.pdf,"A detailed moisture survey was carried out (Section 4.0) through the property and this in general
indicated a dry structure. However, a significant area of structural damp was noted focused on the
bathroom with an ingress from the flat above. Elevated moisture levels were indicated in the all
structural elements forming the ceiling, wall structures and the associated floor slab. It is recommended
checks are made in the flat above to understand if the suggested source of moisture is ongoing.
With regard to the reported and observed mould activity, it is the opinion of the author the main driver
is atmospheric moisture and, issues were identified with regard to the ventilation of the property.
Firstly, the bathroom does not benefit from an extractor fan and, is the primary source of atmospheric
in the property. Observations would suggest there has previously been additional ventilation in this area
possibly forced or passive (Section 6.1.2). With regard to the Kitchen, an extractor unit is installed
however issues were noted with regard to its installation and function which would likely impair its
effectiveness (Section 6.1.3).
The tenant is currently running dehumidifiers in an effect to control the atmospheric conditions and it is
likely the installed equipment is having a beneficial influence on the internal conditions.",3
